/home/webonise/projects/apps2013/php/Crucible-CRT/app/View/Elements|$$$|crucible_support.ctp|$$$|validation_messages|$$$|Please enter name
/home/webonise/projects/apps2013/php/Crucible-CRT/app/View/Elements|$$$|crucible_support.ctp|$$$|validation_messages|$$$|Please enter the email
/home/webonise/projects/apps2013/php/Crucible-CRT/app/View/Elements|$$$|crucible_support.ctp|$$$|validation_messages|$$$|Please enter valid email address.
/home/webonise/projects/apps2013/php/Crucible-CRT/app/View/Elements|$$$|crucible_support.ctp|$$$|place_holder|$$$|Your name
/home/webonise/projects/apps2013/php/Crucible-CRT/app/View/Elements|$$$|crucible_support.ctp|$$$|place_holder|$$$|Your email
/home/webonise/projects/apps2013/php/Crucible-CRT/app/View/Elements|$$$|crucible_support.ctp|$$$|place_holder|$$$|Your message
/home/webonise/projects/apps2013/php/Crucible-CRT/app/View/Elements|$$$|crucible_support.ctp|$$$|div|$$$|Contact us
/home/webonise/projects/apps2013/php/Crucible-CRT/app/View/Elements|$$$|crucible_support.ctp|$$$|div|$$$|Please leave us a message and weâll get back to you shortly.
/home/webonise/projects/apps2013/php/Crucible-CRT/app/View/Elements|$$$|crucible_support.ctp|$$$|div|$$$|Form->input('sender_name', array('id' => 'senderName', 'tabindex' => 1, 'placeholder' => 'Your name', 'div' => false, 'label' => false));
/home/webonise/projects/apps2013/php/Crucible-CRT/app/View/Elements|$$$|crucible_support.ctp|$$$|div|$$$|echo $this->Form->input('sender_email', array('id' => 'senderEmail', 'tabindex' => 2, 'placeholder' => 'Your email', 'div' => false, 'label' => false));
/home/webonise/projects/apps2013/php/Crucible-CRT/app/View/Elements|$$$|crucible_support.ctp|$$$|div|$$$|echo $this->Form->select('query_type', array(1 => 'Admin queries', 2 => 'Technical queries'), array('empty' => 'Select type of queries', 'id' => 'queryType', 'class' => 'changeOptions', 'tabindex' => 3, 'div' => false, 'label' => false));
/home/webonise/projects/apps2013/php/Crucible-CRT/app/View/Elements|$$$|crucible_support.ctp|$$$|div|$$$|echo $this->Form->textarea('query_content', array('id' => 'queryContent', 'tabindex' => 4, 'placeholder' => 'Your message', 'div' => false, 'label' => false));
/home/webonise/projects/apps2013/php/Crucible-CRT/app/View/Elements|$$$|crucible_support.ctp|$$$|div|$$$|?>
/home/webonise/projects/apps2013/php/Crucible-CRT/app/View/Elements|$$$|crucible_support.ctp|$$$|div|$$$|Form->button('Send', array('id' => 'submitQuery', 'tabindex' => 5, 'div' => false, 'label' => false));
/home/webonise/projects/apps2013/php/Crucible-CRT/app/View/Elements|$$$|crucible_support.ctp|$$$|div|$$$|powered by Crucible
/home/webonise/projects/apps2013/php/Crucible-CRT/app/View/Elements|$$$|crucible_support.ctp|$$$|span|$$$|Crucible
/home/webonise/projects/apps2013/php/Crucible-CRT/app/View/Elements|$$$|instructions_pop_up.ctp|$$$|para_message|$$$|You will need to setup parameters for Role preference assessments as described below.
/home/webonise/projects/apps2013/php/Crucible-CRT/app/View/Elements|$$$|instructions_pop_up.ctp|$$$|Button|$$$|Get Started
/home/webonise/projects/apps2013/php/Crucible-CRT/app/View/Elements|$$$|instructions_pop_up.ctp|$$$|div|$$$|Welcome to the Cultural & Role Assessment Tool
/home/webonise/projects/apps2013/php/Crucible-CRT/app/View/Elements|$$$|instructions_pop_up.ctp|$$$|div|$$$|To get started, you will need to setup the Cultural fit assessment as described below. The Cultural Fit Assessment will be same across all job roles.
/home/webonise/projects/apps2013/php/Crucible-CRT/app/View/Elements|$$$|instructions_pop_up.ctp|$$$|div|$$$|Select Appropriate Cultural Themes
/home/webonise/projects/apps2013/php/Crucible-CRT/app/View/Elements|$$$|instructions_pop_up.ctp|$$$|div|$$$|Set Parameters
/home/webonise/projects/apps2013/php/Crucible-CRT/app/View/Elements|$$$|instructions_pop_up.ctp|$$$|div|$$$|Select Questions to the Cultural Themes with Pass rate Calibration PER THEME
/home/webonise/projects/apps2013/php/Crucible-CRT/app/View/Elements|$$$|instructions_pop_up.ctp|$$$|div|$$$|You will need to setup parameters for Role preference assessments as described below.
/home/webonise/projects/apps2013/php/Crucible-CRT/app/View/Elements|$$$|instructions_pop_up.ctp|$$$|div|$$$|Select Appropriate Behaviour
/home/webonise/projects/apps2013/php/Crucible-CRT/app/View/Elements|$$$|instructions_pop_up.ctp|$$$|div|$$$|Set Response Tags
/home/webonise/projects/apps2013/php/Crucible-CRT/app/View/Elements|$$$|instructions_pop_up.ctp|$$$|div|$$$|Back
/home/webonise/projects/apps2013/php/Crucible-CRT/app/View/Elements|$$$|instructions_pop_up.ctp|$$$|div|$$$|Form->create('ProductsUser', array('url' => array('plugin' => 'products', 'controller' => 'productsUsers', 'action' => 'updateInstructionFlag', $action)));
/home/webonise/projects/apps2013/php/Crucible-CRT/app/View/Elements|$$$|instructions_pop_up.ctp|$$$|div|$$$|echo $this->Form->submit('Get Started', array('class' => 'btn okButton btnBlack', 'div' => false));
/home/webonise/projects/apps2013/php/Crucible-CRT/app/View/Elements|$$$|instructions_pop_up.ctp|$$$|div|$$$|?>
/home/webonise/projects/apps2013/php/Crucible-CRT/app/View/Elements|$$$|instructions_pop_up.ctp|$$$|div|$$$|Form->hidden('role_id', array('value' => $roleId));
/home/webonise/projects/apps2013/php/Crucible-CRT/app/View/Elements|$$$|instructions_pop_up.ctp|$$$|div|$$$|echo $this->Form->checkbox('show_instruction', array('checked' => false));
/home/webonise/projects/apps2013/php/Crucible-CRT/app/View/Elements|$$$|instructions_pop_up.ctp|$$$|div|$$$|Don't show this page again
/home/webonise/projects/apps2013/php/Crucible-CRT/app/View/Elements|$$$|instructions_pop_up.ctp|$$$|div|$$$|Form->end();?>
/home/webonise/projects/apps2013/php/Crucible-CRT/app/View/Elements|$$$|instructions_pop_up.ctp|$$$|label|$$$|Form->hidden('role_id', array('value' => $roleId));
/home/webonise/projects/apps2013/php/Crucible-CRT/app/View/Elements|$$$|instructions_pop_up.ctp|$$$|label|$$$|echo $this->Form->checkbox('show_instruction', array('checked' => false));
/home/webonise/projects/apps2013/php/Crucible-CRT/app/View/Elements|$$$|instructions_pop_up.ctp|$$$|label|$$$|?>
/home/webonise/projects/apps2013/php/Crucible-CRT/app/View/Elements|$$$|instructions_pop_up.ctp|$$$|label|$$$|Don't show this page again
/home/webonise/projects/apps2013/php/Crucible-CRT/app/View/Elements|$$$|instructions_pop_up.ctp|$$$|h1|$$$|Welcome to the Cultural & Role Assessment Tool
/home/webonise/projects/apps2013/php/Crucible-CRT/app/View/Elements|$$$|pagination.ctp|$$$|div|$$$|Paginator->prev('| 'disabled'));?>
/home/webonise/projects/apps2013/php/Crucible-CRT/app/View/Elements|$$$|pagination.ctp|$$$|div|$$$|Paginator->numbers(array('separator' => ''));?>
/home/webonise/projects/apps2013/php/Crucible-CRT/app/View/Elements|$$$|pagination.ctp|$$$|div|$$$|Paginator->next(__('', true) . '>|', array(), null, array('class' => 'disabled'));?>
/home/webonise/projects/apps2013/php/Crucible-CRT/app/View/Elements|$$$|score_slider.ctp|$$$|para_message|$$$|1. Select Range for each of the buckets
/home/webonise/projects/apps2013/php/Crucible-CRT/app/View/Elements|$$$|score_slider.ctp|$$$|para_message|$$$|2. Place buckets in the appropriate boxes
/home/webonise/projects/apps2013/php/Crucible-CRT/app/View/Elements|$$$|score_slider.ctp|$$$|alert_message|$$$|Please Correct the scoring error
/home/webonise/projects/apps2013/php/Crucible-CRT/app/View/Elements|$$$|score_slider.ctp|$$$|alert_message|$$$|Please save score
/home/webonise/projects/apps2013/php/Crucible-CRT/app/View/Elements|$$$|score_slider.ctp|$$$|div|$$$|Set score for each Culture theme
/home/webonise/projects/apps2013/php/Crucible-CRT/app/View/Elements|$$$|score_slider.ctp|$$$|div|$$$|1. Select Range for each of the buckets
